Price,Area,Location,No. of Bedrooms,City,Locality,Latitude,Longitude,Property_Type,Furnishing_Status,Unnamed: 0,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
9323118,1710,Manikonda,3,Hyderabad,Manikonda,17.395976,78.379896,Apartment,Unfurnished,,,,,,,,,,,,,,,
3854062,947,Secunderabad,2,Hyderabad,Secunderabad,17.447102,78.501757,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
34050714,3298,Jubilee Hills,4,Hyderabad,Jubilee Hills,17.431172,78.409933,Villa,Unfurnished,,,,,,,,,,,,,,,
6766289,1147,Bachupally,2,Hyderabad,Bachupally,17.547031,78.389239,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5255736,933,SR Nagar,2,Hyderabad,SR Nagar,17.438103,78.463432,Apartment,Unfurnished,,,,,,,,,,,,,,,
10818035,1851,Bachupally,3,Hyderabad,Bachupally,17.548546,78.391152,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4968260,938,Bachupally,2,Hyderabad,Bachupally,17.537435,78.37708,Apartment,Unfurnished,,,,,,,,,,,,,,,
11168861,1980,Ameerpet,4,Hyderabad,Ameerpet,17.437711,78.448713,Villa,Unfurnished,,,,,,,,,,,,,,,
5628087,1034,Ameerpet,2,Hyderabad,Ameerpet,17.442623,78.444537,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3650309,904,Bachupally,2,Hyderabad,Bachupally,17.535694,78.394943,Apartment,Unfurnished,,,,,,,,,,,,,,,
7660052,1297,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.368704,78.520648,Apartment,Unfurnished,,,,,,,,,,,,,,,
4868021,1163,Secunderabad,2,Hyderabad,Secunderabad,17.430177,78.489532,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10390518,1596,Secunderabad,3,Hyderabad,Secunderabad,17.444511,78.503192,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
28689760,2187,Banjara Hills,3,Hyderabad,Banjara Hills,17.427505,78.467945,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7145276,1287,Uppal,3,Hyderabad,Uppal,17.397428,78.565679,Villa,Unfurnished,,,,,,,,,,,,,,,
20037441,2994,Hitech City,3,Hyderabad,Hitech City,17.442239,78.362527,Villa,Unfurnished,,,,,,,,,,,,,,,
7736495,1106,Ameerpet,2,Hyderabad,Ameerpet,17.439856,78.449576,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8798485,1351,Banjara Hills,3,Hyderabad,Banjara Hills,17.425454,78.48192,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10748523,1616,Ameerpet,3,Hyderabad,Ameerpet,17.435225,78.450974,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
17800118,2865,Hitech City,3,Hyderabad,Hitech City,17.452551,78.375542,Apartment,Unfurnished,,,,,,,,,,,,,,,
16805404,2350,Madhapur,4,Hyderabad,Madhapur,17.457576,78.389425,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
3753954,1033,SR Nagar,2,Hyderabad,SR Nagar,17.431797,78.461043,Villa,Semi-Furnished,,,,,,,,,,,,,,,
8120573,1794,Nizampet,3,Hyderabad,Nizampet,17.510748,78.393183,Apartment,Unfurnished,,,,,,,,,,,,,,,
12392259,2257,Madhapur,4,Hyderabad,Madhapur,17.441715,78.389762,Apartment,Unfurnished,,,,,,,,,,,,,,,
7362098,1307,Manikonda,3,Hyderabad,Manikonda,17.401916,78.384042,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
28810979,2944,Banjara Hills,4,Hyderabad,Banjara Hills,17.429573,78.476297,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6813721,1169,Kukatpally,2,Hyderabad,Kukatpally,17.48852,78.403968,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
12934608,2158,Madhapur,3,Hyderabad,Madhapur,17.439189,78.398189,Villa,Unfurnished,,,,,,,,,,,,,,,
7301566,1371,Kukatpally,3,Hyderabad,Kukatpally,17.487278,78.393653,Villa,Fully-Furnished,,,,,,,,,,,,,,,
6979023,1214,Secunderabad,3,Hyderabad,Secunderabad,17.435298,78.491066,Apartment,Unfurnished,,,,,,,,,,,,,,,
20744587,3079,Madhapur,4,Hyderabad,Madhapur,17.441086,78.40024,Villa,Semi-Furnished,,,,,,,,,,,,,,,
6240028,1214,Ameerpet,3,Hyderabad,Ameerpet,17.435369,78.449676,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7575962,1234,Kukatpally,3,Hyderabad,Kukatpally,17.493866,78.392149,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4578989,1107,Kompally,2,Hyderabad,Kompally,17.543982,78.491523,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
12294500,1895,Hitech City,4,Hyderabad,Hitech City,17.439497,78.35682,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7626349,1562,Secunderabad,3,Hyderabad,Secunderabad,17.431145,78.491563,Apartment,Unfurnished,,,,,,,,,,,,,,,
16399414,2479,Hitech City,4,Hyderabad,Hitech City,17.454503,78.369744,Apartment,Unfurnished,,,,,,,,,,,,,,,
10345818,1727,Gachibowli,3,Hyderabad,Gachibowli,17.432757,78.354651,Apartment,Unfurnished,,,,,,,,,,,,,,,
15154165,1412,Banjara Hills,3,Hyderabad,Banjara Hills,17.417492,78.475289,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6489811,1377,Uppal,3,Hyderabad,Uppal,17.414389,78.568203,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
14874662,2000,Madhapur,3,Hyderabad,Madhapur,17.455659,78.397376,Apartment,Unfurnished,,,,,,,,,,,,,,,
10358845,1964,Kompally,3,Hyderabad,Kompally,17.549457,78.493464,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
29048136,1938,Banjara Hills,3,Hyderabad,Banjara Hills,17.417717,78.466164,Villa,Semi-Furnished,,,,,,,,,,,,,,,
8371920,1426,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.376874,78.519339,Apartment,Unfurnished,,,,,,,,,,,,,,,
4181150,1014,Secunderabad,2,Hyderabad,Secunderabad,17.435797,78.501929,Apartment,Unfurnished,,,,,,,,,,,,,,,
32764296,2238,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.428795,78.401508,Apartment,Unfurnished,,,,,,,,,,,,,,,
21213541,2837,Banjara Hills,4,Hyderabad,Banjara Hills,17.432758,78.474079,Villa,Unfurnished,,,,,,,,,,,,,,,
7314574,1556,SR Nagar,3,Hyderabad,SR Nagar,17.428523,78.453742,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
2791322,779,Dilsukhnagar,1,Hyderabad,Dilsukhnagar,17.364647,78.527939,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4503323,1052,Manikonda,2,Hyderabad,Manikonda,17.407836,78.37701,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
23901622,2806,Madhapur,3,Hyderabad,Madhapur,17.443896,78.383636,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6185109,1001,Manikonda,2,Hyderabad,Manikonda,17.399886,78.391268,Apartment,Unfurnished,,,,,,,,,,,,,,,
3519310,881,Uppal,2,Hyderabad,Uppal,17.39647,78.560857,Apartment,Unfurnished,,,,,,,,,,,,,,,
7736216,1630,Secunderabad,3,Hyderabad,Secunderabad,17.442972,78.496481,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
33572372,3345,Banjara Hills,4,Hyderabad,Banjara Hills,17.429106,78.476478,Villa,Unfurnished,,,,,,,,,,,,,,,
10128545,1941,Manikonda,4,Hyderabad,Manikonda,17.404046,78.385892,Apartment,Unfurnished,,,,,,,,,,,,,,,
5252429,1190,SR Nagar,2,Hyderabad,SR Nagar,17.433637,78.452302,Villa,Unfurnished,,,,,,,,,,,,,,,
18892621,2871,Hitech City,4,Hyderabad,Hitech City,17.444184,78.373011,Apartment,Unfurnished,,,,,,,,,,,,,,,
8477856,1419,Nizampet,3,Hyderabad,Nizampet,17.501664,78.380561,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
5799163,1495,LB Nagar,3,Hyderabad,LB Nagar,17.346188,78.545731,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5362897,1141,Manikonda,2,Hyderabad,Manikonda,17.406726,78.391947,Apartment,Unfurnished,,,,,,,,,,,,,,,
10607036,1656,Secunderabad,3,Hyderabad,Secunderabad,17.444406,78.507785,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
8249410,1579,Manikonda,3,Hyderabad,Manikonda,17.402221,78.381363,Villa,Unfurnished,,,,,,,,,,,,,,,
5849749,1336,Nizampet,3,Hyderabad,Nizampet,17.519166,78.396159,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
17466876,3243,Gachibowli,3,Hyderabad,Gachibowli,17.435574,78.353416,Villa,Semi-Furnished,,,,,,,,,,,,,,,
5855161,1187,Ameerpet,2,Hyderabad,Ameerpet,17.43002,78.450839,Villa,Unfurnished,,,,,,,,,,,,,,,
8930406,1915,Kondapur,4,Hyderabad,Kondapur,17.460752,78.367226,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6259625,1491,Uppal,3,Hyderabad,Uppal,17.412502,78.566342,Apartment,Unfurnished,,,,,,,,,,,,,,,
5247178,1036,Nizampet,2,Hyderabad,Nizampet,17.50987,78.398295,Villa,Unfurnished,,,,,,,,,,,,,,,
9958075,1792,Manikonda,3,Hyderabad,Manikonda,17.398295,78.394324,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8022493,1730,Bachupally,3,Hyderabad,Bachupally,17.543577,78.392948,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4584295,1137,Kompally,2,Hyderabad,Kompally,17.540686,78.498478,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9596347,1709,Madhapur,3,Hyderabad,Madhapur,17.441921,78.382957,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
8243257,1645,Kompally,3,Hyderabad,Kompally,17.557522,78.492903,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6438560,1084,Miyapur,2,Hyderabad,Miyapur,17.489617,78.357587,Apartment,Unfurnished,,,,,,,,,,,,,,,
6947403,1378,Nizampet,3,Hyderabad,Nizampet,17.507027,78.393253,Apartment,Unfurnished,,,,,,,,,,,,,,,
7148579,1374,Kondapur,3,Hyderabad,Kondapur,17.469933,78.372943,Apartment,Unfurnished,,,,,,,,,,,,,,,
6945977,1513,Kondapur,3,Hyderabad,Kondapur,17.471565,78.372307,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5769717,1030,Nizampet,2,Hyderabad,Nizampet,17.502939,78.388809,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
14782264,3016,Kondapur,4,Hyderabad,Kondapur,17.470105,78.37298,Apartment,Unfurnished,,,,,,,,,,,,,,,
18230455,2851,Kondapur,3,Hyderabad,Kondapur,17.457273,78.357268,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5406779,1233,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.366293,78.523595,Apartment,Unfurnished,,,,,,,,,,,,,,,
16139837,2584,Kondapur,3,Hyderabad,Kondapur,17.47111,78.360774,Apartment,Unfurnished,,,,,,,,,,,,,,,
4450979,970,Nizampet,2,Hyderabad,Nizampet,17.519398,78.393503,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8799899,1386,Kukatpally,3,Hyderabad,Kukatpally,17.504057,78.392286,Villa,Semi-Furnished,,,,,,,,,,,,,,,
5283274,1207,Miyapur,3,Hyderabad,Miyapur,17.487168,78.360906,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
31129612,2692,Banjara Hills,4,Hyderabad,Banjara Hills,17.431092,78.483004,Apartment,Unfurnished,,,,,,,,,,,,,,,
27607931,2293,Banjara Hills,3,Hyderabad,Banjara Hills,17.419013,78.473225,Penthouse,Fully-Furnished,,,,,,,,,,,,,,,
19358963,1310,Banjara Hills,3,Hyderabad,Banjara Hills,17.425555,78.467893,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
16024852,2418,Madhapur,4,Hyderabad,Madhapur,17.444968,78.399517,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8222998,1577,Secunderabad,3,Hyderabad,Secunderabad,17.448034,78.506895,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3567060,746,Uppal,1,Hyderabad,Uppal,17.402704,78.563163,Apartment,Unfurnished,,,,,,,,,,,,,,,
6299899,1354,Miyapur,3,Hyderabad,Miyapur,17.488259,78.363038,Apartment,Unfurnished,,,,,,,,,,,,,,,
13644897,2562,Kondapur,3,Hyderabad,Kondapur,17.458328,78.368054,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7854674,1368,Miyapur,3,Hyderabad,Miyapur,17.491279,78.348847,Apartment,Unfurnished,,,,,,,,,,,,,,,
3835001,1028,LB Nagar,2,Hyderabad,LB Nagar,17.34477,78.543573,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6188572,1467,Bachupally,3,Hyderabad,Bachupally,17.552835,78.386537,Apartment,Unfurnished,,,,,,,,,,,,,,,
18678625,2524,Gachibowli,4,Hyderabad,Gachibowli,17.43928,78.344263,Penthouse,Unfurnished,,,,,,,,,,,,,,,
6635198,1303,Gachibowli,3,Hyderabad,Gachibowli,17.439117,78.345485,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
5019227,1168,LB Nagar,2,Hyderabad,LB Nagar,17.344145,78.556605,Apartment,Unfurnished,,,,,,,,,,,,,,,
5454935,1030,Bachupally,2,Hyderabad,Bachupally,17.552597,78.377111,Villa,Unfurnished,,,,,,,,,,,,,,,
6518973,1425,Nizampet,3,Hyderabad,Nizampet,17.510914,78.382111,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6857518,1677,Secunderabad,3,Hyderabad,Secunderabad,17.439239,78.490225,Apartment,Unfurnished,,,,,,,,,,,,,,,
7074480,1330,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.363006,78.519692,Apartment,Unfurnished,,,,,,,,,,,,,,,
7381197,1209,Uppal,3,Hyderabad,Uppal,17.397456,78.558196,Apartment,Unfurnished,,,,,,,,,,,,,,,
19516365,2444,Hitech City,3,Hyderabad,Hitech City,17.449894,78.359404,Villa,Fully-Furnished,,,,,,,,,,,,,,,
5552069,1308,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.360279,78.533123,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5898873,1202,Uppal,3,Hyderabad,Uppal,17.407759,78.554739,Apartment,Unfurnished,,,,,,,,,,,,,,,
8995369,1780,SR Nagar,3,Hyderabad,SR Nagar,17.426267,78.454444,Apartment,Unfurnished,,,,,,,,,,,,,,,
3693141,936,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.360702,78.530106,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10460045,1779,Bachupally,3,Hyderabad,Bachupally,17.549233,78.393834,Apartment,Unfurnished,,,,,,,,,,,,,,,
8087250,1627,Bachupally,3,Hyderabad,Bachupally,17.53735,78.393167,Apartment,Unfurnished,,,,,,,,,,,,,,,
21639052,3333,Banjara Hills,3,Hyderabad,Banjara Hills,17.420242,78.477069,Apartment,Unfurnished,,,,,,,,,,,,,,,
9545710,1653,Manikonda,3,Hyderabad,Manikonda,17.409738,78.384638,Apartment,Unfurnished,,,,,,,,,,,,,,,
8169530,1663,Secunderabad,3,Hyderabad,Secunderabad,17.439856,78.494037,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7297364,1391,Miyapur,3,Hyderabad,Miyapur,17.503274,78.358588,Apartment,Unfurnished,,,,,,,,,,,,,,,
16354082,1449,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.431089,78.410986,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
4871462,991,Miyapur,2,Hyderabad,Miyapur,17.489716,78.348784,Apartment,Unfurnished,,,,,,,,,,,,,,,
6367117,1418,Ameerpet,3,Hyderabad,Ameerpet,17.434523,78.454783,Villa,Unfurnished,,,,,,,,,,,,,,,
31470909,3456,Banjara Hills,3,Hyderabad,Banjara Hills,17.432179,78.480586,Apartment,Unfurnished,,,,,,,,,,,,,,,
38028451,3350,Jubilee Hills,4,Hyderabad,Jubilee Hills,17.435337,78.400582,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
21053479,3260,Banjara Hills,3,Hyderabad,Banjara Hills,17.421421,78.479576,Villa,Fully-Furnished,,,,,,,,,,,,,,,
7762858,1571,Bachupally,3,Hyderabad,Bachupally,17.540372,78.380179,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5549269,1326,Kompally,3,Hyderabad,Kompally,17.548871,78.495608,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5200638,978,Nizampet,2,Hyderabad,Nizampet,17.515349,78.391857,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
40001071,3051,Banjara Hills,3,Hyderabad,Banjara Hills,17.418328,78.466241,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6899066,1430,Manikonda,3,Hyderabad,Manikonda,17.394266,78.380391,Apartment,Unfurnished,,,,,,,,,,,,,,,
9904626,1980,Bachupally,4,Hyderabad,Bachupally,17.554058,78.385128,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
10391081,1817,SR Nagar,3,Hyderabad,SR Nagar,17.438877,78.455755,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4872299,1110,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.37457,78.520297,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
11286352,1770,SR Nagar,3,Hyderabad,SR Nagar,17.422905,78.463745,Apartment,Unfurnished,,,,,,,,,,,,,,,
6713164,1591,Miyapur,3,Hyderabad,Miyapur,17.495502,78.367245,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
8136160,1961,Nizampet,3,Hyderabad,Nizampet,17.518133,78.389154,Apartment,Unfurnished,,,,,,,,,,,,,,,
6252475,1292,Miyapur,3,Hyderabad,Miyapur,17.495144,78.36615,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
19884193,3474,Madhapur,4,Hyderabad,Madhapur,17.453651,78.388016,Apartment,Unfurnished,,,,,,,,,,,,,,,
7464745,1643,Manikonda,3,Hyderabad,Manikonda,17.394181,78.381199,Apartment,Unfurnished,,,,,,,,,,,,,,,
14407754,1792,Gachibowli,3,Hyderabad,Gachibowli,17.438817,78.358028,Penthouse,Semi-Furnished,,,,,,,,,,,,,,,
7786383,1439,Kukatpally,3,Hyderabad,Kukatpally,17.502249,78.399001,Apartment,Unfurnished,,,,,,,,,,,,,,,
6342619,1261,Nizampet,3,Hyderabad,Nizampet,17.511854,78.390829,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8644776,1685,Kukatpally,3,Hyderabad,Kukatpally,17.502373,78.404396,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
3807094,736,Uppal,1,Hyderabad,Uppal,17.414265,78.568886,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
33865964,2158,Banjara Hills,3,Hyderabad,Banjara Hills,17.423897,78.478295,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8173429,1401,Manikonda,3,Hyderabad,Manikonda,17.408272,78.383291,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8980291,1653,Secunderabad,3,Hyderabad,Secunderabad,17.445946,78.501551,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5515014,1085,Nizampet,2,Hyderabad,Nizampet,17.511025,78.391102,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4060847,1111,Bachupally,2,Hyderabad,Bachupally,17.541844,78.388226,Apartment,Unfurnished,,,,,,,,,,,,,,,
8794303,1333,Kukatpally,3,Hyderabad,Kukatpally,17.498912,78.394528,Apartment,Unfurnished,,,,,,,,,,,,,,,
16577047,2330,Hitech City,3,Hyderabad,Hitech City,17.454815,78.366269,Villa,Unfurnished,,,,,,,,,,,,,,,
16935293,2465,Madhapur,4,Hyderabad,Madhapur,17.43922,78.401205,Villa,Unfurnished,,,,,,,,,,,,,,,
17032016,1289,Banjara Hills,3,Hyderabad,Banjara Hills,17.430022,78.47405,Penthouse,Semi-Furnished,,,,,,,,,,,,,,,
4679031,826,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.36217,78.52867,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
8009440,1479,Manikonda,3,Hyderabad,Manikonda,17.394568,78.390576,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5070487,1218,Uppal,3,Hyderabad,Uppal,17.410551,78.559468,Apartment,Unfurnished,,,,,,,,,,,,,,,
4127212,755,Dilsukhnagar,1,Hyderabad,Dilsukhnagar,17.370572,78.526904,Apartment,Unfurnished,,,,,,,,,,,,,,,
5536838,1113,Miyapur,2,Hyderabad,Miyapur,17.490439,78.368252,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7909540,1385,Kompally,3,Hyderabad,Kompally,17.541262,78.484611,Villa,Semi-Furnished,,,,,,,,,,,,,,,
33178258,3301,Banjara Hills,3,Hyderabad,Banjara Hills,17.432137,78.468077,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
4946661,1320,Secunderabad,3,Hyderabad,Secunderabad,17.441151,78.489571,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
20274350,3446,Gachibowli,4,Hyderabad,Gachibowli,17.445496,78.355984,Apartment,Unfurnished,,,,,,,,,,,,,,,
5033715,994,Ameerpet,2,Hyderabad,Ameerpet,17.443548,78.443299,Apartment,Unfurnished,,,,,,,,,,,,,,,
8884436,1525,Nizampet,3,Hyderabad,Nizampet,17.508268,78.390133,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
5931527,1451,Bachupally,3,Hyderabad,Bachupally,17.549901,78.394091,Apartment,Unfurnished,,,,,,,,,,,,,,,
10779798,1369,Hitech City,3,Hyderabad,Hitech City,17.450039,78.359879,Penthouse,Unfurnished,,,,,,,,,,,,,,,
2629897,707,LB Nagar,1,Hyderabad,LB Nagar,17.345025,78.555016,Apartment,Unfurnished,,,,,,,,,,,,,,,
5718846,1187,Kompally,2,Hyderabad,Kompally,17.550471,78.48892,Apartment,Unfurnished,,,,,,,,,,,,,,,
11927209,1249,Banjara Hills,3,Hyderabad,Banjara Hills,17.424012,78.478338,Apartment,Unfurnished,,,,,,,,,,,,,,,
3697057,833,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.375226,78.520827,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
22133008,3192,Banjara Hills,3,Hyderabad,Banjara Hills,17.430871,78.475557,Villa,Unfurnished,,,,,,,,,,,,,,,
12045757,1893,Miyapur,3,Hyderabad,Miyapur,17.498447,78.348917,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5854502,1085,SR Nagar,2,Hyderabad,SR Nagar,17.420329,78.452739,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7957299,1796,Kondapur,3,Hyderabad,Kondapur,17.457945,78.357312,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4969606,994,Miyapur,2,Hyderabad,Miyapur,17.494836,78.354461,Apartment,Unfurnished,,,,,,,,,,,,,,,
3774078,990,Bachupally,2,Hyderabad,Bachupally,17.55227,78.39391,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
6167534,1332,Dilsukhnagar,3,Hyderabad,Dilsukhnagar,17.363431,78.529557,Villa,Unfurnished,,,,,,,,,,,,,,,
10551875,1849,SR Nagar,3,Hyderabad,SR Nagar,17.432062,78.458008,Apartment,Unfurnished,,,,,,,,,,,,,,,
22089833,3433,Madhapur,4,Hyderabad,Madhapur,17.458011,78.382869,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
11353793,1840,Kompally,3,Hyderabad,Kompally,17.545546,78.490437,Apartment,Unfurnished,,,,,,,,,,,,,,,
5250290,993,Secunderabad,2,Hyderabad,Secunderabad,17.432808,78.504078,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7268037,1700,Nizampet,3,Hyderabad,Nizampet,17.509005,78.396043,Apartment,Unfurnished,,,,,,,,,,,,,,,
6486377,1851,Bachupally,3,Hyderabad,Bachupally,17.539538,78.389418,Apartment,Unfurnished,,,,,,,,,,,,,,,
4845418,1121,Dilsukhnagar,2,Hyderabad,Dilsukhnagar,17.361687,78.518167,Villa,Semi-Furnished,,,,,,,,,,,,,,,
12998573,2203,Madhapur,3,Hyderabad,Madhapur,17.452839,78.384867,Apartment,Unfurnished,,,,,,,,,,,,,,,
9454533,1771,Secunderabad,3,Hyderabad,Secunderabad,17.439552,78.493002,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
15168845,2403,Madhapur,3,Hyderabad,Madhapur,17.44908,78.39639,Apartment,Unfurnished,,,,,,,,,,,,,,,
5436091,930,SR Nagar,2,Hyderabad,SR Nagar,17.422608,78.445614,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7485154,1161,Ameerpet,2,Hyderabad,Ameerpet,17.443715,78.443879,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
19854362,3130,Madhapur,3,Hyderabad,Madhapur,17.453346,78.384318,Villa,Fully-Furnished,,,,,,,,,,,,,,,
21201100,2866,Hitech City,3,Hyderabad,Hitech City,17.447567,78.360104,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
5583513,1208,Nizampet,3,Hyderabad,Nizampet,17.509191,78.389659,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
6681941,1378,SR Nagar,3,Hyderabad,SR Nagar,17.427538,78.446948,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
18711297,1420,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.427805,78.405278,Villa,Semi-Furnished,,,,,,,,,,,,,,,
9190405,1484,Nizampet,3,Hyderabad,Nizampet,17.517895,78.392604,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
10805608,1617,Kompally,3,Hyderabad,Kompally,17.551409,78.49372,Apartment,Unfurnished,,,,,,,,,,,,,,,
4554820,1046,Kompally,2,Hyderabad,Kompally,17.5438,78.48248,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
10738113,1844,Nizampet,4,Hyderabad,Nizampet,17.516602,78.389861,Villa,Semi-Furnished,,,,,,,,,,,,,,,
4168202,934,Kompally,2,Hyderabad,Kompally,17.544597,78.492755,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
3492475,836,Uppal,2,Hyderabad,Uppal,17.396751,78.566984,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
4779601,974,Bachupally,2,Hyderabad,Bachupally,17.540081,78.39223,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
19816489,1360,Jubilee Hills,3,Hyderabad,Jubilee Hills,17.422929,78.407655,Villa,Semi-Furnished,,,,,,,,,,,,,,,
7179637,1250,Uppal,3,Hyderabad,Uppal,17.399077,78.556858,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
8319348,1222,Kukatpally,3,Hyderabad,Kukatpally,17.498599,78.397404,Apartment,Unfurnished,,,,,,,,,,,,,,,
9485958,1972,Manikonda,3,Hyderabad,Manikonda,17.397609,78.391277,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
9454096,1650,Kompally,3,Hyderabad,Kompally,17.544572,78.485212,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
7808594,1271,Manikonda,3,Hyderabad,Manikonda,17.411859,78.384719,Apartment,Fully-Furnished,,,,,,,,,,,,,,,
7449514,1187,Nizampet,2,Hyderabad,Nizampet,17.513131,78.395625,Apartment,Semi-Furnished,,,,,,,,,,,,,,,
